Date,Open,High,Low,Close,Adj_Close,Volume
2021-02-18 08:49:00,16246.0,16246.0,16246.0,16246.0,16246.0,1
2021-02-18 08:55:00,16238.0,16238.0,16238.0,16238.0,16238.0,1
2021-02-18 08:59:00,16226.0,16228.0,16226.0,16228.0,16228.0,4
2021-02-18 09:17:00,16205.0,16205.0,16205.0,16205.0,16205.0,1
2021-02-18 09:52:00,16205.0,16205.0,16205.0,16205.0,16205.0,1
2021-02-18 09:56:00,16225.0,16225.0,16225.0,16225.0,16225.0,1
2021-02-18 10:08:00,16205.0,16205.0,16205.0,16205.0,16205.0,1
2021-02-18 10:33:00,16257.0,16257.0,16255.0,16255.0,16255.0,2
2021-02-18 10:56:00,16337.0,16337.0,16337.0,16337.0,16337.0,1
2021-02-18 11:01:00,16363.0,16363.0,16363.0,16363.0,16363.0,1
2021-02-18 11:03:00,16363.0,16363.0,16363.0,16363.0,16363.0,1
2021-02-18 11:19:00,16402.0,16402.0,16402.0,16402.0,16402.0,1
2021-02-18 11:20:00,16376.0,16376.0,16376.0,16376.0,16376.0,1
2021-02-18 11:22:00,16330.0,16330.0,16330.0,16330.0,16330.0,1
2021-02-18 11:23:00,16316.0,16316.0,16316.0,16316.0,16316.0,2
2021-02-18 11:31:00,16276.0,16276.0,16276.0,16276.0,16276.0,1
2021-02-18 11:34:00,16252.0,16252.0,16252.0,16252.0,16252.0,1
2021-02-18 11:41:00,16256.0,16256.0,16256.0,16256.0,16256.0,1
2021-02-18 11:46:00,16279.0,16279.0,16279.0,16279.0,16279.0,1
2021-02-18 12:10:00,16205.0,16205.0,16205.0,16205.0,16205.0,3
2021-02-18 12:12:00,16203.0,16203.0,16203.0,16203.0,16203.0,2
2021-02-18 12:16:00,16215.0,16215.0,16204.0,16204.0,16204.0,3
2021-02-18 12:17:00,16204.0,16204.0,16204.0,16204.0,16204.0,1
2021-02-18 12:54:00,16260.0,16260.0,16260.0,16260.0,16260.0,1
2021-02-18 13:26:00,16286.0,16286.0,16286.0,16286.0,16286.0,1
2021-02-18 13:28:00,16284.0,16284.0,16284.0,16284.0,16284.0,1
2021-02-18 13:34:00,16280.0,16280.0,16280.0,16280.0,16280.0,1
2021-02-18 13:45:00,16263.0,16263.0,16263.0,16263.0,16263.0,1
2021-02-18 15:30:00,16224.0,16225.0,16224.0,16225.0,16225.0,2
2021-02-18 15:31:00,16223.0,16223.0,16223.0,16223.0,16223.0,1
2021-02-18 18:49:00,16213.0,16213.0,16213.0,16213.0,16213.0,1
2021-02-18 21:55:00,16180.0,16180.0,16180.0,16180.0,16180.0,1
2021-02-18 22:34:00,16156.0,16156.0,16156.0,16156.0,16156.0,1
2021-02-19 00:16:00,16156.0,16156.0,16156.0,16156.0,16156.0,1
2021-02-19 08:55:00,16178.0,16178.0,16178.0,16178.0,16178.0,1
2021-02-19 08:57:00,16185.0,16185.0,16185.0,16185.0,16185.0,1
2021-02-19 08:59:00,16187.0,16187.0,16187.0,16187.0,16187.0,1
2021-02-19 09:01:00,16187.0,16187.0,16160.0,16160.0,16160.0,4
2021-02-19 09:02:00,16190.0,16190.0,16190.0,16190.0,16190.0,1
2021-02-19 09:04:00,16203.0,16204.0,16203.0,16204.0,16204.0,4
2021-02-19 09:05:00,16205.0,16206.0,16205.0,16206.0,16206.0,2
2021-02-19 09:06:00,16185.0,16185.0,16177.0,16177.0,16177.0,3
2021-02-19 09:07:00,16174.0,16174.0,16174.0,16174.0,16174.0,1
2021-02-19 09:15:00,16141.0,16141.0,16141.0,16141.0,16141.0,1
2021-02-19 09:17:00,16145.0,16145.0,16145.0,16145.0,16145.0,1
2021-02-19 09:18:00,16145.0,16145.0,16145.0,16145.0,16145.0,1
2021-02-19 09:31:00,16145.0,16145.0,16145.0,16145.0,16145.0,4
2021-02-19 09:34:00,16145.0,16145.0,16144.0,16144.0,16144.0,2
2021-02-19 09:35:00,16144.0,16144.0,16138.0,16138.0,16138.0,2
2021-02-19 09:36:00,16130.0,16130.0,16109.0,16114.0,16114.0,3
2021-02-19 09:39:00,16143.0,16144.0,16143.0,16144.0,16144.0,5
2021-02-19 09:43:00,16100.0,16100.0,16100.0,16100.0,16100.0,1
2021-02-19 09:46:00,16096.0,16096.0,16096.0,16096.0,16096.0,3
2021-02-19 09:47:00,16093.0,16093.0,16093.0,16093.0,16093.0,1
2021-02-19 09:53:00,16129.0,16144.0,16129.0,16144.0,16144.0,2
2021-02-19 10:02:00,16134.0,16134.0,16134.0,16134.0,16134.0,1
2021-02-19 10:08:00,16125.0,16125.0,16120.0,16120.0,16120.0,2
2021-02-19 10:14:00,16093.0,16093.0,16093.0,16093.0,16093.0,1
2021-02-19 10:17:00,16087.0,16087.0,16087.0,16087.0,16087.0,3
2021-02-19 10:19:00,16070.0,16070.0,16070.0,16070.0,16070.0,1
2021-02-19 10:20:00,16067.0,16067.0,16067.0,16067.0,16067.0,1
2021-02-19 10:22:00,16050.0,16052.0,16050.0,16052.0,16052.0,2
2021-02-19 10:23:00,16050.0,16050.0,16050.0,16050.0,16050.0,3
2021-02-19 10:25:00,16064.0,16064.0,16064.0,16064.0,16064.0,5
2021-02-19 10:27:00,16066.0,16066.0,16066.0,16066.0,16066.0,1
2021-02-19 10:36:00,16086.0,16086.0,16086.0,16086.0,16086.0,1
2021-02-19 10:37:00,16097.0,16097.0,16097.0,16097.0,16097.0,1
2021-02-19 10:38:00,16095.0,16095.0,16086.0,16086.0,16086.0,3
2021-02-19 10:39:00,16081.0,16081.0,16063.0,16063.0,16063.0,2
2021-02-19 10:40:00,16048.0,16050.0,16048.0,16050.0,16050.0,2
2021-02-19 10:41:00,16049.0,16049.0,16049.0,16049.0,16049.0,1
2021-02-19 10:49:00,16050.0,16050.0,16050.0,16050.0,16050.0,1
2021-02-19 10:54:00,16023.0,16023.0,16020.0,16020.0,16020.0,3
2021-02-19 10:55:00,16025.0,16025.0,16025.0,16025.0,16025.0,3
2021-02-19 11:00:00,16038.0,16041.0,16038.0,16041.0,16041.0,2
2021-02-19 11:08:00,16065.0,16065.0,16065.0,16065.0,16065.0,3
2021-02-19 11:12:00,16070.0,16070.0,16069.0,16069.0,16069.0,2
2021-02-19 11:17:00,16102.0,16102.0,16102.0,16102.0,16102.0,1
2021-02-19 11:20:00,16092.0,16092.0,16092.0,16092.0,16092.0,1
2021-02-19 11:21:00,16090.0,16090.0,16090.0,16090.0,16090.0,1
2021-02-19 11:22:00,16089.0,16089.0,16089.0,16089.0,16089.0,1
2021-02-19 11:25:00,16090.0,16090.0,16090.0,16090.0,16090.0,1
2021-02-19 11:34:00,16110.0,16110.0,16110.0,16110.0,16110.0,2
2021-02-19 11:36:00,16121.0,16121.0,16121.0,16121.0,16121.0,2
2021-02-19 11:51:00,16103.0,16103.0,16096.0,16096.0,16096.0,2
2021-02-19 11:59:00,16130.0,16130.0,16130.0,16130.0,16130.0,2
2021-02-19 12:03:00,16128.0,16128.0,16128.0,16128.0,16128.0,1
2021-02-19 12:04:00,16122.0,16124.0,16122.0,16124.0,16124.0,11
2021-02-19 12:05:00,16120.0,16120.0,16120.0,16120.0,16120.0,1
2021-02-19 12:07:00,16110.0,16110.0,16107.0,16107.0,16107.0,2
2021-02-19 12:08:00,16107.0,16107.0,16107.0,16107.0,16107.0,2
2021-02-19 12:10:00,16110.0,16110.0,16110.0,16110.0,16110.0,1
2021-02-19 12:17:00,16144.0,16144.0,16144.0,16144.0,16144.0,10
2021-02-19 12:25:00,16150.0,16150.0,16150.0,16150.0,16150.0,1
2021-02-19 12:29:00,16160.0,16160.0,16160.0,16160.0,16160.0,1
2021-02-19 12:31:00,16155.0,16155.0,16155.0,16155.0,16155.0,2
2021-02-19 12:34:00,16153.0,16153.0,16153.0,16153.0,16153.0,1
2021-02-19 12:35:00,16155.0,16155.0,16155.0,16155.0,16155.0,1
2021-02-19 12:42:00,16174.0,16174.0,16174.0,16174.0,16174.0,1
2021-02-19 12:47:00,16171.0,16171.0,16171.0,16171.0,16171.0,1
2021-02-19 12:49:00,16177.0,16177.0,16177.0,16177.0,16177.0,1
2021-02-19 12:52:00,16175.0,16175.0,16175.0,16175.0,16175.0,1
2021-02-19 12:56:00,16166.0,16166.0,16164.0,16164.0,16164.0,10
2021-02-19 13:03:00,16190.0,16192.0,16190.0,16192.0,16192.0,20
2021-02-19 13:05:00,16179.0,16179.0,16179.0,16179.0,16179.0,1
2021-02-19 13:10:00,16183.0,16183.0,16183.0,16183.0,16183.0,1
2021-02-19 13:11:00,16185.0,16185.0,16185.0,16185.0,16185.0,1
2021-02-19 13:36:00,16187.0,16187.0,16187.0,16187.0,16187.0,10
2021-02-19 13:45:00,16191.0,16191.0,16191.0,16191.0,16191.0,2
2021-02-19 15:01:00,16259.0,16278.0,16259.0,16278.0,16278.0,3
2021-02-19 15:11:00,16251.0,16251.0,16251.0,16251.0,16251.0,2
2021-02-19 15:22:00,16258.0,16258.0,16258.0,16258.0,16258.0,1
2021-02-19 15:25:00,16247.0,16247.0,16247.0,16247.0,16247.0,1
2021-02-19 15:26:00,16247.0,16247.0,16247.0,16247.0,16247.0,1
2021-02-19 15:29:00,16245.0,16245.0,16244.0,16244.0,16244.0,20
2021-02-19 15:38:00,16243.0,16243.0,16243.0,16243.0,16243.0,1
2021-02-19 17:22:00,16273.0,16274.0,16273.0,16274.0,16274.0,2
2021-02-19 17:27:00,16275.0,16275.0,16275.0,16275.0,16275.0,1
