Date,Open,High,Low,Close,Adj_Close,Volume
2020-06-18 08:46:00,10991.0,10991.0,10921.0,10930.0,10930.0,18
2020-06-18 08:49:00,10929.0,10929.0,10929.0,10929.0,10929.0,1
2020-06-18 08:52:00,10927.0,10927.0,10920.0,10920.0,10920.0,4
2020-06-18 08:53:00,10920.0,10937.0,10892.0,10922.0,10922.0,20
2020-06-18 08:54:00,10927.0,10927.0,10910.0,10910.0,10910.0,6
2020-06-18 08:55:00,10910.0,10934.0,10910.0,10934.0,10934.0,12
2020-06-18 08:58:00,10937.0,10937.0,10937.0,10937.0,10937.0,1
2020-06-18 09:01:00,10937.0,10937.0,10937.0,10937.0,10937.0,1
2020-06-18 09:02:00,10945.0,10945.0,10945.0,10945.0,10945.0,1
2020-06-18 09:03:00,10931.0,10931.0,10931.0,10931.0,10931.0,1
2020-06-18 09:13:00,10956.0,10956.0,10946.0,10946.0,10946.0,4
2020-06-18 09:14:00,10947.0,10947.0,10941.0,10941.0,10941.0,5
2020-06-18 09:15:00,10940.0,10952.0,10940.0,10952.0,10952.0,2
2020-06-18 09:16:00,10959.0,10959.0,10959.0,10959.0,10959.0,1
2020-06-18 09:18:00,10935.0,10935.0,10935.0,10935.0,10935.0,2
2020-06-18 09:19:00,10935.0,10935.0,10935.0,10935.0,10935.0,2
2020-06-18 09:24:00,10908.0,10908.0,10908.0,10908.0,10908.0,2
2020-06-18 09:25:00,10886.0,10891.0,10877.0,10891.0,10891.0,4
2020-06-18 09:27:00,10896.0,10896.0,10896.0,10896.0,10896.0,1
2020-06-18 09:28:00,10884.0,10884.0,10884.0,10884.0,10884.0,1
2020-06-18 09:45:00,10854.0,10854.0,10854.0,10854.0,10854.0,1
2020-06-18 09:46:00,10847.0,10847.0,10843.0,10843.0,10843.0,3
2020-06-18 09:47:00,10863.0,10871.0,10863.0,10871.0,10871.0,2
2020-06-18 09:48:00,10876.0,10876.0,10876.0,10876.0,10876.0,1
2020-06-18 09:51:00,10882.0,10882.0,10882.0,10882.0,10882.0,1
2020-06-18 09:58:00,10883.0,10883.0,10883.0,10883.0,10883.0,1
2020-06-18 10:00:00,10889.0,10889.0,10889.0,10889.0,10889.0,1
2020-06-18 10:08:00,10880.0,10886.0,10879.0,10886.0,10886.0,3
2020-06-18 10:09:00,10884.0,10884.0,10884.0,10884.0,10884.0,2
2020-06-18 10:10:00,10893.0,10893.0,10893.0,10893.0,10893.0,1
2020-06-18 10:12:00,10894.0,10894.0,10894.0,10894.0,10894.0,1
2020-06-18 10:16:00,10880.0,10881.0,10880.0,10881.0,10881.0,4
2020-06-18 10:40:00,10878.0,10878.0,10878.0,10878.0,10878.0,1
2020-06-18 11:15:00,10915.0,10915.0,10915.0,10915.0,10915.0,1
2020-06-18 12:51:00,10925.0,10925.0,10925.0,10925.0,10925.0,1
2020-06-18 13:39:00,10931.0,10931.0,10931.0,10931.0,10931.0,1
2020-06-18 15:16:00,10975.0,10975.0,10975.0,10975.0,10975.0,1
2020-06-18 16:08:00,10975.0,10975.0,10975.0,10975.0,10975.0,1
2020-06-18 16:18:00,10972.0,10972.0,10972.0,10972.0,10972.0,1
2020-06-18 16:25:00,10974.0,10974.0,10973.0,10973.0,10973.0,4
2020-06-18 16:26:00,10974.0,10974.0,10974.0,10974.0,10974.0,1
2020-06-18 16:28:00,10976.0,10976.0,10976.0,10976.0,10976.0,2
2020-06-18 16:29:00,10974.0,10974.0,10974.0,10974.0,10974.0,1
2020-06-18 16:34:00,10990.0,10990.0,10990.0,10990.0,10990.0,2
2020-06-18 16:36:00,10990.0,10990.0,10990.0,10990.0,10990.0,2
2020-06-18 16:53:00,10988.0,10988.0,10988.0,10988.0,10988.0,1
2020-06-18 16:57:00,10990.0,10990.0,10990.0,10990.0,10990.0,3
2020-06-18 17:04:00,10985.0,10985.0,10985.0,10985.0,10985.0,1
2020-06-18 17:05:00,10985.0,10985.0,10985.0,10985.0,10985.0,1
2020-06-18 17:09:00,10987.0,10987.0,10987.0,10987.0,10987.0,2
2020-06-18 17:11:00,10987.0,10987.0,10987.0,10987.0,10987.0,1
2020-06-18 17:22:00,10992.0,10992.0,10992.0,10992.0,10992.0,1
2020-06-18 17:23:00,10992.0,10992.0,10992.0,10992.0,10992.0,1
2020-06-18 17:26:00,10990.0,10990.0,10990.0,10990.0,10990.0,1
2020-06-18 18:12:00,10972.0,10972.0,10972.0,10972.0,10972.0,1
2020-06-18 18:29:00,10972.0,10972.0,10972.0,10972.0,10972.0,1
2020-06-18 19:15:00,10961.0,10961.0,10961.0,10961.0,10961.0,1
2020-06-18 20:00:00,10950.0,10950.0,10950.0,10950.0,10950.0,1
2020-06-19 09:11:00,10916.0,10916.0,10916.0,10916.0,10916.0,1
2020-06-19 09:16:00,10900.0,10900.0,10900.0,10900.0,10900.0,1
2020-06-19 09:44:00,10955.0,10955.0,10955.0,10955.0,10955.0,1
2020-06-19 16:40:00,10969.0,10969.0,10969.0,10969.0,10969.0,1
2020-06-19 20:11:00,10989.0,10989.0,10989.0,10989.0,10989.0,1
2020-06-20 00:14:00,10925.0,10925.0,10925.0,10925.0,10925.0,1
2020-06-20 00:19:00,10900.0,10900.0,10900.0,10900.0,10900.0,1
2020-06-20 00:20:00,10900.0,10900.0,10900.0,10900.0,10900.0,1
2020-06-20 00:21:00,10866.0,10866.0,10866.0,10866.0,10866.0,1
2020-06-20 00:25:00,10875.0,10875.0,10875.0,10875.0,10875.0,1
2020-06-20 00:59:00,10905.0,10905.0,10905.0,10905.0,10905.0,4
2020-06-20 01:24:00,10890.0,10890.0,10890.0,10890.0,10890.0,1
2020-06-20 01:44:00,10897.0,10897.0,10897.0,10897.0,10897.0,1
2020-06-22 09:02:00,10936.0,10936.0,10936.0,10936.0,10936.0,1
2020-06-22 09:12:00,10966.0,10966.0,10966.0,10966.0,10966.0,1
2020-06-22 09:26:00,11000.0,11000.0,11000.0,11000.0,11000.0,1
2020-06-22 09:29:00,11012.0,11012.0,11012.0,11012.0,11012.0,1
